session_id,pred_tactics,true_tactics,metrics
c30f6828292b,"['INITIAL_ACCESS', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
77ecd8f0a26e,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
923727b1083a,"['INITIAL_ACCESS', 'EXECUTION', 'COMMAND_AND_CONTROL']","['COMMAND_AND_CONTROL', 'EXECUTION', 'EXFILTRATION', 'INITIAL_ACCESS']","{'command_and_control_precision': 1.0, 'command_and_control_recall': 1.0, 'command_and_control_f1_score': 1.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0}"
9e84b515c7a8,"['INITIAL_ACCESS', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
d099a76adf01,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
5d1163732d44,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
db2767cf5a97,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
795c1a975100,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0}"
a2058c0c1640,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
c5c8dd82e59d,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
1b7781633a82,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
a6cf7be2b2af,"['INITIAL_ACCESS', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
ffb17e646d40,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
1df748282e69,"['INITIAL_ACCESS', 'EXECUTION']","['PERSISTENCE', 'EXECUTION', 'COMMAND_AND_CONTROL', 'INITIAL_ACCESS']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0}"
0467f6f314d2,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
988c50599daa,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
7fb29dd98847,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0}"
5057c78bf3dc,"['INITIAL_ACCESS', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
3496752ea494,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
1376a0e9fa2b,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
b8fc6230fb5a,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
679073098eca,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
372d5e1227bf,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
12f033d9bcdf,"['INITIAL_ACCESS', 'EXECUTION', 'DEFENSE_EVASION']","['PERSISTENCE', 'EXECUTION', 'COMMAND_AND_CONTROL', 'INITIAL_ACCESS']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 0.0, 'defense_evasion_recall': 0.0, 'defense_evasion_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0}"
6b722fd2579d,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
09159eccd983,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
99f0c31fdb4c,"['INITIAL_ACCESS', 'EXECUTION', 'COMMAND_AND_CONTROL']","['COMMAND_AND_CONTROL', 'EXECUTION', 'EXFILTRATION', 'INITIAL_ACCESS']","{'command_and_control_precision': 1.0, 'command_and_control_recall': 1.0, 'command_and_control_f1_score': 1.0, 'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'exfiltration_precision': 0.0, 'exfiltration_recall': 0.0, 'exfiltration_f1_score': 0.0}"
bc5fdc2c998f,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
dd07bb956c56,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
f4cdb24b8a36,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
013652121e59,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
0291e80eeaaa,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
a101b539a992,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
4c1fdcbd638d,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
5085d99ec9b7,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
afa6d41c04b1,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
cff13ac1335f,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
ee1106e77c36,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
